,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,PrimarySlot
483,516.0,Sierpc,-288.274,43.928,F,V,0,3
484,517.0,Zortman,-212.708,-77.338,F,V,7,4
485,518.0,Gladius,-95.911,71.81,K,IV,3,2
486,522.0,Thun,-17.846,259.733,M,V,0,1
487,523.0,Housekarle,33.337,-276.876,G,V,6,3
488,524.0,Aldertaine,44.714,-191.043,K,V,5,1
489,525.0,New Macao,77.542,-122.354,G,V,1,3
490,526.0,Acala,134.156,-124.34,F,V,3,2
491,527.0,Farwell,140.619,-79.668,K,V,4,1
492,529.0,Glenmora,285.367,52.938,G,V,2,3
493,530.0,Thestria,290.849,79.919,K,V,5,1
494,531.0,Barlow's End,304.496,63.029,K,V,7,1
495,532.0,Simferopol,307.187,188.339,K,V,8,1
496,533.0,Leamington,353.609,-91.035,G,V,8,2
497,534.0,Zvolen,-243.532,49.063,G,V,3,2
498,535.0,Niihau,-237.585,-79.925,M,V,4,1
499,536.0,Krievci,-225.402,227.168,F,V,8,4
500,537.0,Eutin,-222.818,150.133,G,V,3,3
501,538.0,Senftenberg,-208.842,7.961,G,V,5,2
502,539.0,Sterling,-191.544,-70.907,M,V,4,4
503,540.0,Gienah,-183.072,-12.971,K,IV,0,2
504,541.0,Ciotat,-154.626,74.397,G,V,3,3
505,542.0,Helm,-133.614,-58.208,K,IV,4,4
506,543.0,Lancaster (FWL),-115.774,-88.191,F,V,4,4
507,544.0,Ganshoren,-43.428,158.15,K,V,8,1
508,545.0,Komephoros,-34.132,91.971,F,VI,0,5
509,546.0,Phalan,-19.908,134.372,F,V,2,4
510,547.0,Old Kentucky,2.063,-141.685,G,V,3,4
511,548.0,Buckminster,17.582,154.653,A,III,9,6
512,549.0,Vorarlberg,24.296,303.682,G,V,5,2
513,550.0,Imalda,29.976,-240.203,K,V,6,1
514,551.0,Hexare,31.017,-233.165,K,V,7,1
515,552.0,Altais,37.222,109.811,F,IV,2,1
516,553.0,Toffen,41.613,221.742,K,V,6,1
517,554.0,Shinonoi,79.871,53.979,G,V,3,1
518,555.0,Chichibu,90.467,74.914,K,V,6,1
519,556.0,Tok Do,94.821,178.989,K,V,1,4
520,557.0,Yamarovka,111.669,274.473,K,V,3,2
521,558.0,Ashkum,111.924,-101.146,G,V,8,2
522,559.0,Ulan Batar,126.566,-74.405,M,V,4,1
523,561.0,Bicester,148.628,227.948,F,V,3,3
524,562.0,Donenac,200.327,88.88,K,V,9,1
525,563.0,Iijima,211.18,196.151,G,V,3,1
526,564.0,Harpster,213.251,82.416,F,V,3,4
527,565.0,Deshler,215.065,74.397,K,V,7,1
528,566.0,Blandinsville,227.989,-32.874,G,V,7,2
529,567.0,Sauk City,276.586,-3.15,K,V,0,2
530,568.0,Ramona,329.056,-38.305,G,V,2,2
531,569.0,Westerstede,-207.554,170.044,M,V,1,1
532,570.0,Enkoping,-136.785,103.607,M,V,0,1
533,572.0,Ariel,-115.773,-98.529,K,V,9,1
534,573.0,Campertown,-5.436,-159.326,M,V,0,1
535,574.0,Tsukude,20.153,119.374,F,IV,1,2
536,575.0,Maladar,108.822,-247.735,K,V,9,1
537,576.0,Tecumseh,139.32,-105.01,K,V,1,2
538,577.0,Loyalty,-226.682,-144.558,K,V,2,2
539,578.0,Bainsville,-141.443,-83.285,G,V,9,3
540,579.0,Bedeque,-124.593,-77.338,G,V,4,2
541,580.0,Veckholm,-116.071,124.024,M,V,3,1
542,581.0,Algorab,-114.838,13.767,A,VI,1,5
543,583.0,Benfled,-72.905,260.773,G,V,4,3
544,584.0,Ling,-43.954,-121.068,G,V,7,2
545,585.0,Propus,-12.415,-183.807,G,V,0,3
546,586.0,Vega,-3.63,106.615,A,V,0,7
547,587.0,Shimosuwa,46.002,135.405,G,V,2,2
548,588.0,Poznan,62.546,-81.213,G,III,6,4
549,589.0,Minakuchi,63.844,116.53,G,V,3,2
550,590.0,Menkib,75.462,-128.993,M,V,2,1
551,591.0,Uravan,75.828,-263.872,G,V,3,2
552,592.0,Otho,78.418,176.289,G,V,8,2
553,594.0,Mersa Matruh,130.855,168.849,F,V,8,4
554,595.0,Johnsondale,160.78,-23.051,G,V,6,2
555,597.0,Leiston,174.475,234.667,F,V,3,3
556,598.0,Irurzun,187.05,97.538,G,V,4,5
557,599.0,Hun Ho,250.211,136.693,F,V,5,5
558,600.0,Alkes,-114.781,-30.813,G,V,1,3
559,601.0,New Hope,-113.194,-32.874,K,V,1,2
560,602.0,Tania Borealis,-106.755,-52.519,G,V,1,4
561,603.0,Semenyih,-74.451,-161.607,K,V,9,1
562,604.0,Castrovia,13.692,-252.594,F,V,6,4
563,605.0,New Oslo,15.246,386.145,A,V,9,1
564,606.0,Cordiagr,24.296,-191.043,M,V,3,1
565,607.0,Homestead,57.896,-283.618,F,V,2,3
566,608.0,Moravian,109.081,-132.368,K,V,1,2
567,609.0,Silkeborg,181.454,185.813,G,V,5,3
568,610.0,Beecher,183.783,-50.201,K,V,5,1
569,611.0,Brusett,245.563,-328.119,G,V,9,3
570,613.0,Tarkio,317.42,-0.046,F,V,5,4
571,614.0,Covington,360.339,-149.712,G,V,6,3
572,615.0,Alterf,-203.986,-154.867,F,V,8,4
573,616.0,Kandersteg,-120.727,227.948,F,V,0,4
574,617.0,Salur,-80.14,-195.503,G,V,3,3
575,618.0,Itabaiana,127.168,307.557,G,V,8,4
576,619.0,Osmus Saar,149.4,173.921,G,V,7,2
577,620.0,Avawatz,164.91,-29.514,F,V,0,4
578,621.0,Faleolo,-188.224,-200.359,F,V,0,4
579,622.0,New Westin,38.253,-241.987,G,V,3,3
580,623.0,Bastian,297.261,-160.021,F,V,0,4
581,624.0,Home,-278.619,-163.985,G,V,3,3
582,625.0,Sargasso,-216.871,268.268,F,V,6,4
583,626.0,Altorra,-2.852,-263.495,G,V,3,4
584,627.0,Spica,92.538,-237.625,G,V,6,2
585,628.0,Petrolia,308.115,-70.36,G,V,6,3
586,629.0,Tomans,-50.931,222.258,K,V,3,2
587,630.0,Alula Borealis,-258.995,-54.076,F,V,5,4
588,631.0,Megrez,-211.22,-41.924,K,V,5,1
589,632.0,Loeches,-74.451,-201.153,K,V,7,1
590,633.0,Allerton,263.404,7.187,K,V,2,2
591,634.0,Galax,283.632,-124.547,F,III,5,4
592,635.0,Wetumpka,527.319,-164.48,K,V,7,1
593,636.0,Daniels,124.593,-196.495,M,V,4,1
594,637.0,Peacock,136.476,183.999,F,V,0,4
595,638.0,Sverdlovsk,341.208,184.257,F,V,7,2
596,639.0,Merak,-119.439,-62.342,G,V,0,4
597,640.0,Vipaava,61.258,370.634,M,V,5,1
598,641.0,Manapire,82.45,-292.929,K,V,9,1
599,642.0,Kakada,-290.316,-124.637,F,V,2,4
600,643.0,Trellisane,-251.263,-55.107,G,III,7,3
601,644.0,Ngake,-173.952,-198.575,G,V,2,3
602,645.0,New Aragon,69.535,-88.191,K,V,2,3
603,646.0,Capac,310.184,-56.394,G,V,9,3
604,647.0,Gulkana,353.609,-177.861,A,V,5,5
605,648.0,Hongqiao,-227.178,-232.669,G,V,2,1
606,649.0,Porrima,-113.987,139.279,K,V,3,2
607,650.0,Avigait,153.018,-275.094,M,V,6,1
608,651.0,Huron,315.102,-71.907,G,V,4,3
609,652.0,Diass,-171.376,-256.954,F,V,2,4
610,653.0,Matheran,-65.658,-170.427,G,V,9,2
611,654.0,Asgard,126.654,266.198,K,V,9,4
612,655.0,Corella,142.165,-251.304,K,V,2,2
613,656.0,Kamenz,-311.151,-4.36,G,V,2,2
614,658.0,Mackenzie,-275.547,-207.893,M,VI,0,6
615,659.0,Mualang,96.414,265.681,F,V,3,3
616,660.0,Okains,241.171,-268.649,M,V,5,1
617,661.0,Acamar,39.543,-38.565,K,V,7,8
618,662.0,Sorunda,-65.144,-122.852,M,V,3,6
619,663.0,Iknogoro,-50.158,-248.43,K,V,7,1
620,664.0,Biota,-44.735,271.632,G,V,6,2
621,665.0,Nizina,309.671,-228.311,K,V,1,2
622,666.0,Loongana,-294.677,-109.37,G,V,0,5
623,667.0,Rexburg,-199.524,-69.844,M,V,4,1
624,668.0,Milnerton,-85.306,-232.471,G,V,8,2
625,669.0,Purvo,59.693,-258.832,G,V,3,3
626,670.0,Anaheim,299.331,-311.764,G,V,3,3
627,671.0,Wilkes,-212.21,-273.508,M,V,4,1
628,672.0,Apollo,-129.641,432.458,G,V,7,3
629,673.0,Galatea,-53.775,34.077,F,II,8,6
630,674.0,Anegasaki,-49.375,-216.713,M,V,9,1
631,675.0,Andurien,-41.335,-315.245,G,V,0,5
632,676.0,Antietam,330.86,-137.026,G,V,0,4
633,677.0,Ardoz,46.26,245.78,F,V,7,3
634,678.0,Alrescha,84.52,-49.416,A,V,3,3
635,679.0,Alcyone,129.758,-197.583,M,V,2,1
636,681.0,Chilung,-123.603,-247.142,F,V,8,2
637,682.0,Redfield,140.093,-212.747,K,IV,5,3
638,683.0,Taurus,191.381,-391.003,G,V,3,4
639,684.0,Noatak,330.86,-213.841,F,V,4,3
640,685.0,Kutludugun,-331.448,-190.549,K,V,3,2
641,686.0,Biuque,-223.115,245.005,M,V,2,1
642,687.0,Crimond,-68.521,230.614,F,II,8,4
643,688.0,Calseraigne,-8.281,-367.667,M,V,7,1
644,689.0,Angol,87.88,-38.822,M,VI,0,3
645,690.0,Skandia,22.742,251.468,G,V,6,2
646,691.0,Molokai,-256.219,-194.215,F,V,4,4
647,692.0,Gallatin,-160.771,-74.494,M,V,8,1
648,693.0,Sophie's World,-102.591,-131.87,K,V,8,1
649,694.0,Notwina,294.932,-193.916,K,V,5,1
650,695.0,Sanda,322.633,194.804,K,V,5,1
651,696.0,Clipperton,-248.983,-204.524,M,V,1,3
652,697.0,Rasalhague,39.275,389.766,K,V,4,6
653,698.0,Taga,88.919,-207.395,F,V,4,3
654,699.0,Havdhem,183.269,185.545,F,V,9,3
655,700.0,Ingenstrem,317.163,-225.435,F,V,4,4
656,701.0,Barlaston,-123.603,-266.57,F,V,0,4
657,702.0,Pilkhua,33.593,206.231,F,V,6,4
658,703.0,El Dorado,266.495,-145.054,G,V,0,2
659,704.0,Jiddah,-279.411,-236.041,G,V,9,2
660,706.0,Tamar,-15.391,314.863,G,V,6,3
661,708.0,Aconcagua,-275.03,-189.625,K,V,0,2
662,709.0,Ashburton,-263.453,-139.898,G,V,0,3
663,710.0,Utrecht,23.514,236.473,G,V,6,2
664,711.0,Braunton,129.24,237.243,F,V,9,4
665,712.0,Eromanga,-283.873,-118.489,F,V,7,4
666,713.0,Clinton,-165.923,53.979,F,V,7,2
667,714.0,Xinyang,113.214,224.941,F,V,0,2
668,715.0,Kaiyuh,362.4,-217.705,K,V,8,1
669,716.0,Colfax,-232.927,-49.158,F,V,4,4
670,717.0,Guangzho,-109.825,-285.4,K,V,5,1
671,718.0,New Bergen,19.382,402.946,G,V,1,3
672,719.0,Keihoku,307.702,212.076,G,V,7,2
673,720.0,Shasta,-218.199,-102.703,G,V,1,3
674,721.0,Calpaca,-20.166,-214.831,M,V,8,1
675,722.0,Maule,31.79,245.262,K,V,8,1
676,723.0,Holmsbu,57.674,441.912,G,V,7,2
677,724.0,Menke,90.726,-330.895,G,V,9,4
678,725.0,Cotocallao,144.753,-299.672,G,V,1,3
679,726.0,Verde,349.99,12.619,G,V,7,2
680,727.0,Rzhishchev,-294.477,-222.067,G,V,8,3
681,729.0,Kasdach,20.928,-313.054,F,V,4,4
682,730.0,Islamabad,321.562,-254.18,M,V,7,1
683,731.0,Duran,-263.156,144.71,G,V,4,2
684,732.0,Hindmarsh,-195.462,-271.724,K,V,0,2
685,733.0,Ayn Tarma,-172.466,-302.746,K,V,6,1
686,734.0,Nihal,43.933,-310.771,F,V,9,4
687,735.0,Chebanse,225.145,-102.928,F,V,5,3
688,736.0,New Syrtis,231.063,-296.899,K,IV,5,4
689,737.0,Nullarbor,-158.491,-250.314,K,V,3,2
690,738.0,Westerhand,-5.436,-276.084,G,V,3,2
691,739.0,Chagos,-263.651,-226.229,F,V,3,4
692,740.0,Donegal,-182.405,159.288,F,V,0,4
693,741.0,Cameron (FWL),-157.697,-196.793,G,V,9,3
694,742.0,Grumium,-4.923,186.846,F,V,1,2
695,743.0,Tanh Linh,90.211,232.338,M,V,7,1
696,744.0,Alsek,315.617,-238.123,F,V,0,3
697,745.0,Willowick,328.284,-74.494,G,V,5,2
698,746.0,Simpson Desert,-271.591,-99.305,G,V,9,4
699,748.0,New Samarkand,359.452,248.589,F,IV,0,6
700,749.0,Danais,-148.084,-40.367,G,V,5,1
701,750.0,Kanata,-96.154,-307.865,M,V,5,1
702,751.0,Cusset,-49.375,283.778,G,V,0,2
703,752.0,Paradise,-239.908,-126.401,G,V,7,3
704,753.0,Fujidera,-76.782,-225.435,K,V,7,1
705,754.0,Benjamin,123.977,134.529,M,V,1,3
706,755.0,Dyfed,126.138,213.725,K,V,2,2
707,756.0,Jaipur,175.508,-280.246,F,V,1,4
708,757.0,Zebebelgenubi,-52.221,47.517,A,IV,3,6
709,758.0,Raphael,45.232,-314.88,K,V,8,1
710,760.0,Port Arthur,131.569,255.343,G,V,8,3
711,761.0,Colorado,344.568,-199.071,K,V,4,2
712,762.0,Ipswich,-48.342,-232.969,F,V,6,4
713,763.0,Tapachula,-260.579,-212.549,G,V,4,1
714,764.0,Tania Australis,-140.651,-64.669,K,V,3,1
715,766.0,Babuyan,87.88,223.29,F,V,3,3
716,767.0,Numenor,283.82,-107.59,G,V,2,1
717,768.0,Chalouba,-277.927,-141.685,K,V,9,1
718,769.0,Philadelphia,191.536,208.818,G,V,7,2
719,770.0,Minderoo,-255.625,155.048,F,V,1,4
720,771.0,Delavan,269.864,-95.167,K,V,1,2
721,772.0,Richvale,-275.843,175.209,F,V,7,4
722,773.0,Isabela,-270.887,-242.484,K,V,8,1
723,774.0,Palladaine,-3.109,-287.978,K,V,4,1
724,775.0,Nox,13.177,239.832,K,V,2,4
725,776.0,Luthien,167.621,250.493,G,III,0,4
726,777.0,Maldonado,212.22,320.996,F,V,9,3
727,778.0,Unity,224.628,287.396,F,V,1,3
728,779.0,Pobeda,-244.82,189.173,G,V,9,3
729,780.0,Cirebon,-147.094,-263.197,G,V,5,3
730,781.0,Hiratsuka,-258.499,-253.388,K,V,2,2
731,782.0,Lengkong,-239.073,-259.035,M,V,7,1
732,783.0,Ionus,-183.568,-152.784,K,V,6,3
733,784.0,Bellatrix,54.279,-351.609,F,V,3,3
734,785.0,Thule,93.055,455.16,A,V,8,2
735,787.0,Delphos,319.751,-52.004,F,V,0,3
736,788.0,Chirala,385.662,240.871,F,V,6,3
737,789.0,Ulysses,413.325,-17.623,M,V,8,1
738,790.0,Gannett,-165.429,-60.539,G,V,0,3
739,791.0,Karbala,-23.783,196.668,F,V,4,4
740,792.0,Quittacas,157.935,-219.787,K,V,6,1
741,793.0,Loric,-230.35,-38.822,K,IV,8,2
742,794.0,Ford,-191.298,-29.514,G,V,5,3
743,795.0,Al Jubaylah,-183.766,-281.832,K,V,8,1
744,796.0,Grunwald,-97.456,203.129,M,V,5,1
745,797.0,Frondas,-17.846,-247.735,G,V,3,3
746,798.0,Sakai,109.339,205.973,K,V,7,1
747,799.0,Shibukawa,116.575,183.226,K,V,1,2
748,800.0,Worrell,292.87,230.267,K,V,1,2
749,801.0,Chinmen Tao,341.208,215.537,K,V,9,1
750,802.0,Ankolika,-217.169,-221.273,K,V,4,1
751,803.0,Dickinson,-146.598,-112.742,F,V,8,4
752,804.0,Svelvik,17.311,411.468,G,V,4,3
753,806.0,Chirikof,335.799,-233.463,F,IV,8,4
754,807.0,Fadiffolu,-243.532,-242.779,K,V,2,2
755,808.0,Pattonsbrug,377.137,-5.995,M,V,7,1
756,809.0,Kearny,-127.169,-274.598,G,V,2,2
757,810.0,Birqash,275.802,-266.27,G,V,5,2
758,811.0,O'Fallon,313.545,-83.285,K,V,2,2
759,812.0,Rosiclare,478.981,-47.355,G,V,0,2
760,813.0,Westover,-304.487,-210.471,F,V,6,4
761,814.0,Atlas,157.42,-244.069,F,V,5,3
762,815.0,Miyada,310.184,245.005,G,V,0,3
763,816.0,Tamarind,-268.942,-83.292,K,IV,2,4
764,817.0,Karachi,-292.397,-243.278,F,V,8,2
765,818.0,Vosloorus,-198.534,-255.666,M,V,0,1
766,819.0,Hellos Minor,-185.483,-180.968,G,V,0,4
767,820.0,Atocongo,-170.88,245.262,G,V,1,3
768,821.0,Hillerod,-128.261,141.864,K,V,2,2
769,822.0,Kurvasa,39.543,-351.609,K,V,5,1
770,823.0,Verlo,100.547,-303.042,F,V,1,4
771,824.0,Glentworth,125.88,-317.712,K,V,6,1
772,825.0,Kagoshima,201.112,254.85,F,V,1,3
773,826.0,Torrence,289.51,-130.88,F,V,7,3
774,827.0,Sertar,312.773,292.303,G,V,4,2
775,828.0,Mizunami,345.6,232.081,M,V,4,1
776,829.0,Fairfax,353.336,31.21,G,V,9,2
777,830.0,Morrill,396.01,31.749,G,V,8,3
778,831.0,Killarney,402.204,-203.731,M,V,0,1
779,833.0,Fieferana,-172.962,-268.848,G,V,1,2
780,834.0,Skallevoll,37.294,435.924,G,V,9,3
781,835.0,Tishomingo,315.617,46.219,G,V,3,2
782,836.0,Mauckport,427.024,-53.293,F,V,3,2
783,837.0,Ellsworth,-210.428,-239.708,K,V,5,1
784,838.0,Campbelton,-168.439,-112.094,G,V,6,3
785,839.0,Cole Harbour,-121.025,-292.438,K,V,1,2
786,840.0,Tiflis,354.133,195.635,F,III,6,5
787,841.0,Ban Na San,359.813,220.701,G,V,4,3
788,842.0,Gatchina,-270.887,-295.212,F,V,7,2
789,843.0,Hainfeld,-13.447,268.525,G,V,2,3
790,844.0,Rubigen,30.493,217.858,G,II,6,4
791,845.0,Bluford,447.44,-80.182,G,V,0,3
792,846.0,Cajamarca,-243.235,-162.892,K,V,2,2
793,847.0,Antipolo,-94.87,-268.848,G,V,0,4
794,848.0,Kirei Na Niwa,297.777,147.295,F,V,2,3
795,849.0,Manassas,315.359,-122.354,F,V,3,3
796,850.0,Tohelet,-292.893,-263.992,K,V,0,2
797,851.0,Fatima,-31.294,175.727,G,V,4,3
798,852.0,Shiba,0.242,-331.187,K,V,9,5
799,853.0,Satalice,5.94,260.774,K,V,2,4
800,854.0,Reese Station,-292.595,170.817,M,V,0,1
801,855.0,Albert Falls,-259.83,-132.288,K,V,3,1
802,856.0,Scarborough,-15.527,-272.015,K,V,7,1
803,857.0,Omagh,152.76,211.396,F,V,2,4
804,858.0,Annapolis,164.654,130.745,G,V,2,2
805,859.0,Darwendale,311.732,-262.9,F,V,9,3
806,860.0,Atsugi,-201.11,-227.22,G,V,0,4
807,861.0,Vikindu,-128.955,-259.53,K,V,0,2
808,862.0,Arcturus,-78.068,174.436,K,III,2,5
809,863.0,Furud,-25.337,-284.112,M,V,1,1
810,864.0,McKenna,-66.176,-132.368,F,V,0,4
811,865.0,Newcastle,-208.644,-180.737,F,V,1,4
812,866.0,Baldur,79.884,188.109,M,V,2,1
813,867.0,Chatham,180.94,250.168,G,V,2,3
814,868.0,Hobbs,255.386,-244.069,A,III,1,4
815,869.0,Sighisoara,302.435,238.286,G,V,7,2
816,870.0,Mansu-ri,-94.87,-254.18,G,V,7,3
817,871.0,Shuen Wan,-37.234,-219.291,K,V,9,1
818,872.0,Eleusis,-166.519,-341.994,K,II,4,6
819,873.0,June,405.833,-264.187,G,V,3,5
820,874.0,Mirage,475.103,15.463,K,V,9,1
821,875.0,Toland,-115.773,431.382,F,V,3,4
822,876.0,Savonburg,498.103,-15.558,F,V,9,3
823,877.0,Carlisle,-304.983,88.88,K,V,1,3
824,879.0,Lancaster (LC),-268.309,110.327,M,V,3,1
825,880.0,Bowang,-315.093,-159.326,K,V,9,1
826,881.0,Predlitz,43.684,354.607,G,V,1,2
827,882.0,Thimphu,346.63,286.365,F,V,4,3
828,883.0,Panpour,342.497,-292.438,M,III,0,3
829,884.0,Linneus,450.285,-8.057,G,V,9,3
830,885.0,Hudeiba,-78.583,-285.4,F,V,8,3
831,886.0,Pesht,206.144,309.913,F,V,7,3
832,887.0,Fetsund,446.666,-240.997,F,V,4,4
833,888.0,Olindo,463.209,-234.754,G,V,3,3
834,889.0,Outpost,15.246,426.466,G,V,9,3
835,890.0,Urich,429.351,18.825,F,V,3,3
836,891.0,Jesup,500.432,-121.562,M,V,4,1
837,892.0,Diamantina,-314.895,-99.56,M,V,6,1
838,894.0,Sadurni,-15.002,-344.373,G,VI,9,4
839,895.0,Kilmarnock,172.664,263.094,F,V,2,4
840,896.0,Samantha,191.431,-385.176,G,V,7,4
841,897.0,As Samik,346.889,-286.69,K,V,4,1
842,898.0,Gurrnazovo,423.405,-240.7,G,V,3,2
843,899.0,Steinhatchee,522.154,-96.982,F,V,2,4
844,900.0,Kwamashu,-72.122,-260.125,F,V,3,3
845,901.0,Alorton,-353.648,-85.871,K,V,4,1
846,902.0,Deneb Algedi,41.097,26.058,F,VI,6,2
847,903.0,Renfield,222.821,-385.176,K,V,8,1
848,904.0,Cyrton,364.13,-343.269,G,V,1,4
849,905.0,Basantapur,364.471,-284.41,K,V,3,1
850,906.0,Ishtar,187.985,-388.078,G,V,5,4
851,907.0,Vaucluse,496.82,-162.1,K,V,2,2
852,908.0,Wotan,-142.138,408.366,G,V,2,3
853,909.0,Steelton,-105.763,422.332,F,V,6,4
854,910.0,Kaznejoy,329.457,132.599,F,V,4,5
855,911.0,Diboll,475.359,67.163,M,V,9,1
856,912.0,Bjarred,243.394,408.678,F,V,4,5
857,913.0,Lurgatan,-20.166,-330.895,K,V,7,1
858,914.0,Anywhere,-167.214,436.029,G,V,1,4
859,915.0,Conroe,377.137,91.456,F,V,3,4
860,916.0,Bensinger,-128.757,444.564,F,V,4,4
861,917.0,Reykavis,-418.98,-200.614,F,V,7,2
862,918.0,Jeronimo,183.01,340.642,K,V,8,1
863,919.0,Diefenbaker,198.255,-341.499,G,V,9,3
864,920.0,Augusta,282.265,-99.053,F,V,3,6
865,921.0,Gotterdammerung,-179.596,465.608,M,V,8,1
866,922.0,Lackhove,-166.222,444.215,M,V,9,1
867,923.0,Golandrinas,-159.482,400.359,K,V,1,2
868,924.0,Derf,-130.839,394.669,K,V,9,1
869,926.0,Persistence,-106.256,406.305,G,V,5,1
870,927.0,Icar,-83.499,413.799,F,V,4,4
871,928.0,Amity,-128.955,-30.813,M,V,2,2
872,929.0,Latice,10.59,-293.726,F,V,9,3
873,930.0,Mandaree,182.484,-308.99,F,V,3,3
874,931.0,Brockway,218.167,-355.971,K,IV,7,4
875,933.0,Chateau,-75.747,395.445,F,V,8,2
876,934.0,Bromhead,159.739,-377.477,F,II,9,6
877,935.0,Moultrie,471.744,-170.624,G,V,4,2
878,936.0,Goetville,-261.373,263.876,K,V,5,1
879,937.0,Midale,189.473,-362.215,M,V,2,1
880,938.0,Trondheimal,-424.256,-187.77,F,V,7,3
881,939.0,Loxley,-312.318,224.063,M,V,1,1
882,940.0,Barcelona,-204.78,411.468,F,V,7,4
883,941.0,Erewhon,-185.854,445.857,A,V,7,5
884,942.0,Hyalite,268.824,-354.187,A,IV,4,5
885,943.0,Kendall,-370.2,-200.855,F,V,9,4
886,944.0,Black Earth,-180.395,393.639,F,V,1,4
887,945.0,Guatavita,-286.449,238.027,K,V,0,2
888,946.0,Trasjkis,-434.348,-191.899,K,V,0,2
889,947.0,Rijeka,-338.88,95.341,G,V,7,2
890,948.0,New Vandenburg,155.862,-405.627,F,IV,5,6
891,950.0,Tentativa,349.732,-302.25,K,V,3,1
892,951.0,Gibraltar,-359.596,-139.898,K,V,7,1
893,952.0,Ridderkerk,-46.273,351.246,F,V,1,4
894,953.0,Pinard,173.962,-389.373,G,V,8,2
895,954.0,Illyria,-439.228,-178.11,G,V,4,3
896,955.0,Chahar,-198.534,340.642,G,IV,0,2
897,956.0,Carmichael,199.553,-349.033,K,V,8,1
898,957.0,Malibu,-145.309,377.868,F,V,8,4
899,958.0,Baker 3,-104.473,324.098,G,V,3,3
900,959.0,Hassad,-29.989,-160.615,M,V,5,1
901,960.0,Kaumberg,-387.844,144.452,G,V,5,4
902,961.0,Medellin,-240.957,325.139,M,V,5,1
903,962.0,Gallitzin,131.569,-163.389,K,V,6,1
904,963.0,Machida,-218.159,337.806,G,V,5,3
905,964.0,Robsart,170.86,-340.211,G,V,5,2
906,965.0,Lopez,-37.757,-330.395,M,V,0,1
907,968.0,Blumenort,-208.842,296.446,F,V,5,3
908,969.0,Kansu,67.719,-59.756,F,V,9,4
909,971.0,Somerset,-159.482,425.693,K,V,5,1
910,978.0,Zanzibar,119.667,-364.786,G,V,2,3
911,979.0,Corodiz,135.703,-374.901,M,V,5,1
912,980.0,Mendham,147.845,-344.866,K,V,8,1
913,981.0,Novaya Zemlya,180.681,-183.311,G,IV,2,4
914,982.0,Ryerson,-75.481,-321.579,F,V,3,4
915,983.0,Mosiro,-65.144,-280.742,K,V,0,3
916,984.0,Tharkad,-212.999,151.773,G,V,6,5
917,985.0,Meacham,-28.699,187.359,G,V,2,3
918,986.0,Palmyra,450.8,-25.893,F,V,4,4
919,987.0,Sabik,-12.675,57.082,A,V,2,9
920,988.0,Albalii,71.079,78.532,F,IV,0,2
921,989.0,Alpheratz,502.785,152.898,K,V,5,4
922,990.0,St. John,-13.447,400.874,K,V,1,2
923,991.0,Parma,359.813,-52.26,F,II,2,5
924,992.0,Concord,-146.598,-27.967,M,V,0,1
925,993.0,Betelgeuse,5.674,-306.903,M,Ib,2,2
926,994.0,Bolan,-277.973,5.192,G,V,4,2
927,995.0,Rahne,-141.926,9.284,G,V,7,4
928,996.0,Halfway,-252.553,86.034,A,III,4,2
929,997.0,Tellman's Mistake,-243.532,-310.772,G,VI,6,2
930,998.0,Alarion,-319.706,138.602,G,V,0,3
931,999.0,Tukayyid,-4.431,210.42,G,V,7,3
932,1000.0,Trolloc Prime,33.585,171.08,M,V,5,1
933,1001.0,Poulsbo,-375.354,-63.641,F,V,4,4
934,1002.0,Echo,287.43,369.625,G,V,1,3
935,1003.0,Dar-es-Salaam,-194.866,13.391,F,VI,1,1
936,1004.0,Royalston,136.723,-224.142,G,V,5,3
937,1005.0,Ankaa,74.697,-9.356,A,III,8,1
938,1006.0,Dalton,-115.774,-229.895,K,V,1,5
939,1007.0,Kluane,196.192,-199.369,F,V,0,4
940,1008.0,Sekulmun,212.22,-220.281,G,V,6,2
941,1009.0,Nahoni,245.821,-198.575,G,V,1,4
942,1010.0,Meadowvale,-134.901,-322.172,K,V,2,1
943,1012.0,Ashley,164.386,-308.391,M,V,5,1
944,1014.0,Belladonna,262.877,-124.637,G,V,8,3
945,1015.0,Great Gorge,492.678,-266.866,A,V,3,5
946,1016.0,Cerberus,475.838,190.466,M,V,1,1
947,1017.0,Kigamboni,206.274,-248.43,G,V,5,3
948,1018.0,Schirmeck,367.058,156.594,M,V,9,1
949,1019.0,Delacruz,372.478,113.17,K,V,7,1
950,1020.0,Weisau,377.137,134.115,F,V,2,4
951,1021.0,Pondicherry,401.688,239.059,G,V,9,2
952,1022.0,Tabayama,407.56,233.095,F,IV,0,3
953,1023.0,Malagrotta,428.053,-271.226,F,V,6,3
954,1024.0,Hardcore,-198.284,-473.209,G,V,3,4
955,1025.0,Vakarel,-141.443,-351.905,F,V,4,3
956,1026.0,Umka,-129.747,-361.421,K,V,5,4
957,1027.0,Gouderak,-116.865,-354.683,M,V,6,1
958,1028.0,Caldwell,332.592,-325.176,G,V,6,3
959,1029.0,Pierce,343.011,-310.477,K,V,3,2
960,1030.0,Thurrock,-74.491,-382.137,K,V,3,2
961,1031.0,Wrentham,170.6,-325.542,G,V,0,3
962,1032.0,Ridgebrook,201.357,-319.595,K,V,8,1
