Name,Name,StarSystemName,PosX,PosY,SpectralType,Luminosity,SubType,Cluster,ClusterOverlay,ClusterConstellation
563,563.0,Iijima,211.18,196.15099999999998,G,V,3.0,"(Id="""")",None,None
564,564.0,Harpster,213.25099999999998,82.416,F,V,3.0,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
565,565.0,Deshler,215.065002,74.397003,K,V,7.0,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
566,566.0,Blandinsville,227.989,-32.874,G,V,7.0,"(Id="""")",None,None
567,567.0,Sauk City,276.586,-3.15,K,V,0.0,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
568,568.0,Ramona,329.056,-38.305,G,V,2.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
569,569.0,Westerstede,-207.554,170.044,M,V,1.0,"(Id=""MWFactionAsset:RepairSystem_22"")",None,None
570,570.0,Enkoping,-136.785,103.60700000000001,M,V,0.0,"(Id="""")",None,None
571,571.0,Tiber (FWL),-123.801,-147.43200000000002,G,V,5.0,"(Id="""")",None,None
572,572.0,Ariel,-115.773,-98.529,K,V,9.0,"(Id="""")",None,None
573,573.0,Campertown,-5.436,-159.326,M,V,0.0,"(Id="""")",None,None
574,574.0,Tsukude,20.153,119.374,F,IV,1.0,"(Id=""MWFactionAsset:RogueSystems"")",None,None
575,575.0,Maladar,108.822,-247.735,K,V,9.0,"(Id=""MWFactionAsset:DavionBorder"")",None,None
576,576.0,Tecumseh,139.32,-105.01,K,V,1.0,"(Id="""")",None,None
577,577.0,Loyalty,-226.68200000000002,-144.558,K,V,2.0,"(Id="""")",None,None
578,578.0,Bainsville,-141.44299999999998,-83.285,G,V,9.0,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
579,579.0,Bedeque,-124.59299999999999,-77.33800000000001,G,V,4.0,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
580,580.0,Veckholm,-116.071,124.024,M,V,3.0,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
581,581.0,Algorab,-114.838,13.767000000000001,A,VI,1.0,"(Id=""MWFactionAsset:RepairSystem_15"")",None,None
582,582.0,Angell II,-98.23100000000001,-84.059,G,V,5.0,"(Id="""")",None,None
583,583.0,Benfled,-72.905,260.77299999999997,G,V,4.0,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
584,584.0,Ling,-43.95399999999999,-121.068,G,V,7.0,"(Id="""")",None,None
585,585.0,Propus,-12.415,-183.80700000000002,G,V,0.0,"(Id="""")",None,None
586,586.0,Vega,-3.63,106.615,A,V,0.0,"(Id="""")",None,None
587,587.0,Shimosuwa,46.001999999999995,135.405,G,V,2.0,"(Id=""MWFactionAsset:RogueSystems"")",None,None
588,588.0,Poznan,62.54600000000001,-81.21300000000001,G,III,6.0,"(Id="""")",None,None
589,589.0,Minakuchi,63.843999999999994,116.53,G,V,3.0,"(Id=""MWFactionAsset:RogueSystems"")",None,None
590,590.0,Menkib,75.462,-128.993,M,V,2.0,"(Id="""")",None,None
591,591.0,Uravan,75.828,-263.872,G,V,3.0,"(Id="""")",None,None
592,592.0,Otho,78.418,176.28900000000002,G,V,8.0,"(Id="""")",None,None
593,593.0,Capricorn III,87.616,-186.38,F,V,9.0,"(Id=""MWFactionAsset:RashpurOwensInc"")",None,None
594,594.0,Mersa Matruh,130.855,168.84900000000002,F,V,8.0,"(Id=""MWFactionAsset:RepairSystem_18"")",None,None
595,595.0,Johnsondale,160.78,-23.051,G,V,6.0,"(Id=""MWFactionAsset:KuritaDavion"")",None,None
596,596.0,Barlow's Folly (Cussar 2864-),173.18900000000002,66.905,M,V,4.0,"(Id="""")",None,None
597,597.0,Leiston,174.475,234.667,F,V,3.0,"(Id="""")",None,None
598,598.0,Irurzun,187.05,97.538,G,V,4.0,"(Id="""")",None,None
599,599.0,Hun Ho,250.21099999999998,136.69299999999998,F,V,5.0,"(Id="""")",None,None
600,600.0,Alkes,-114.781,-30.813000000000002,G,V,1.0,"(Id="""")",None,None
601,601.0,New Hope,-113.194,-32.874,K,V,1.0,"(Id=""MWFactionAsset:RepairSystem_27"")",None,None
602,602.0,Tania Borealis,-106.755,-52.519,G,V,1.0,"(Id="""")",None,None
603,603.0,Semenyih,-74.45100000000001,-161.607,K,V,9.0,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
604,604.0,Castrovia,13.692,-252.59400000000002,F,V,6.0,"(Id=""MWFactionAsset:SianCommonality"")",None,None
605,605.0,New Oslo,15.245999999999999,386.145,A,V,9.0,"(Id="""")",None,None
606,606.0,Cordiagr,24.296,-191.043,M,V,3.0,"(Id="""")",None,None
607,607.0,Homestead,57.896,-283.618,F,V,2.0,"(Id="""")",None,None
608,608.0,Moravian,109.081,-132.368,K,V,1.0,"(Id=""MWFactionAsset:A2M1_Cluster"")",None,None
609,609.0,Silkeborg,181.454,185.813,G,V,5.0,"(Id="""")",None,None
610,610.0,Beecher,183.783,-50.201,K,V,5.0,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
611,611.0,Brusett,245.563,-328.119,G,V,9.0,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
612,612.0,Elidere IV,279.947,75.955,F,V,3.0,"(Id=""MWFactionAsset:DavionKurita_1"")",None,None
613,613.0,Tarkio,317.42,-0.046,F,V,5.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
614,614.0,Covington,360.339,-149.71200000000002,G,V,6.0,"(Id="""")",None,None
615,615.0,Alterf,-203.986,-154.86700000000002,F,V,8.0,"(Id=""MWFactionAsset:RepairSystem_21"")",None,None
616,616.0,Kandersteg,-120.727,227.94799999999998,F,V,0.0,"(Id="""")",None,None
617,617.0,Salur,-80.14,-195.503,G,V,3.0,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
618,618.0,Itabaiana,127.16799999999999,307.557,G,V,8.0,"(Id=""MWFactionAsset:KuritanBadlands"")",None,None
619,619.0,Osmus Saar,149.4,173.921,G,V,7.0,"(Id="""")",None,None
620,620.0,Avawatz,164.91,-29.514,F,V,0.0,"(Id="""")",None,None
621,621.0,Faleolo,-188.22400000000002,-200.359,F,V,0.0,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
622,622.0,New Westin,38.253,-241.987,G,V,3.0,"(Id=""MWFactionAsset:SianCommonality"")",None,None
623,623.0,Bastian,297.26099999999997,-160.02100000000002,F,V,0.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
624,624.0,Home,-278.619,-163.985,G,V,3.0,"(Id="""")",None,None
625,625.0,Sargasso,-216.87099999999998,268.268,F,V,6.0,"(Id="""")",None,None
626,626.0,Altorra,-2.852,-263.495,G,V,3.0,"(Id="""")",None,None
627,627.0,Spica,92.538,-237.625,G,V,6.0,"(Id=""MWFactionAsset:DavionBorder"")",None,None
628,628.0,Petrolia,308.115,-70.36,G,V,6.0,"(Id="""")",None,None
629,629.0,Tomans,-50.931000000000004,222.25799999999998,K,V,3.0,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
630,630.0,Alula Borealis,-258.995,-54.076,F,V,5.0,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
631,631.0,Megrez,-211.22,-41.924,K,V,5.0,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
632,632.0,Loeches,-74.45100000000001,-201.153,K,V,7.0,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
633,633.0,Allerton,263.404,7.187,K,V,2.0,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
634,634.0,Galax,283.632,-124.54700000000001,F,III,5.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
635,635.0,Wetumpka,527.319,-164.48,K,V,7.0,"(Id="""")",None,None
636,636.0,Daniels,124.59299999999999,-196.495,M,V,4.0,"(Id=""MWFactionAsset:RashpurOwensInc"")",None,None
637,637.0,Peacock,136.476,183.99900000000002,F,V,0.0,"(Id="""")",None,None
638,638.0,Sverdlovsk,341.208,184.257,F,V,7.0,"(Id="""")",None,None
639,639.0,Merak,-119.439,-62.342,G,V,0.0,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
640,640.0,Vipaava,61.258,370.634,M,V,5.0,"(Id=""MWFactionAsset:DroughtWorlds"")",None,None
641,641.0,Manapire,82.45,-292.92900000000003,K,V,9.0,"(Id="""")",None,None
642,642.0,Kakada,-290.316,-124.637,F,V,2.0,"(Id="""")",None,None
643,643.0,Trellisane,-251.263,-55.107,G,III,7.0,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
644,644.0,Ngake,-173.952,-198.575,G,V,2.0,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
645,645.0,New Aragon,69.535,-88.191,K,V,2.0,"(Id="""")",None,None
646,646.0,Capac,310.184,-56.394,G,V,9.0,"(Id="""")",None,None
647,647.0,Gulkana,353.60900000000004,-177.861,A,V,5.0,"(Id="""")",None,None
648,648.0,Hongqiao,-227.178,-232.669,G,V,2.0,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
649,649.0,Porrima,-113.98700000000001,139.279,K,V,3.0,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
650,650.0,Avigait,153.018,-275.094,M,V,6.0,"(Id=""MWFactionAsset:DavionBorder"")",/Game/Campaign/CampaignArcs/Regions/8_2/8_2.8_2,None
651,651.0,Huron,315.10200000000003,-71.907,G,V,4.0,"(Id="""")",None,None
652,652.0,Diass,-171.37599999999998,-256.954,F,V,2.0,"(Id=""MWFactionAsset:FWLInterior"")",None,None
653,653.0,Matheran,-65.658,-170.42700000000002,G,V,9.0,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
654,654.0,Asgard,126.654,266.198,K,V,9.0,"(Id="""")",None,None
655,655.0,Corella,142.165,-251.304,K,V,2.0,"(Id=""MWFactionAsset:DavionBorder"")",None,None
656,656.0,Kamenz,-311.151,-4.36,G,V,2.0,"(Id=""MWFactionAsset:TheJunkyard"")",None,None
657,657.0,Cavanaugh II,-307.125,-52.558,M,II,9.0,"(Id=""MWFactionAsset:TheJunkyard"")",None,None
658,658.0,Mackenzie,-275.547,-207.893,M,VI,0.0,"(Id="""")",None,None
659,659.0,Mualang,96.414,265.681,F,V,3.0,"(Id="""")",None,None
660,660.0,Okains,241.171,-268.649,M,V,5.0,"(Id="""")",None,None
661,661.0,Acamar,39.543,-38.565,K,V,7.0,"(Id="""")",None,None
662,662.0,Sorunda,-65.14399999999999,-122.852,M,V,3.0,"(Id="""")",None,None
663,663.0,Iknogoro,-50.158,-248.43,K,V,7.0,"(Id="""")",None,None
664,664.0,Biota,-44.735,271.632,G,V,6.0,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
665,665.0,Nizina,309.671,-228.31099999999998,K,V,1.0,"(Id="""")",None,None
666,666.0,Loongana,-294.677,-109.37,G,V,0.0,"(Id=""MWFactionAsset:FWLShippingRoute"")",None,None
667,667.0,Rexburg,-199.524,-69.844,M,V,4.0,"(Id="""")",None,None
668,668.0,Milnerton,-85.306,-232.47099999999998,G,V,8.0,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
669,669.0,Purvo,59.693000000000005,-258.832,G,V,3.0,"(Id="""")",None,None
670,670.0,Anaheim,299.33099999999996,-311.764,G,V,3.0,"(Id="""")",None,None
671,671.0,Wilkes,-212.21,-273.508,M,V,4.0,"(Id="""")",None,None
672,672.0,Apollo,-129.641,432.458,G,V,7.0,"(Id=""MWFactionAsset:PirateCluster"")",None,None
673,673.0,Galatea,-53.775,34.077,F,II,8.0,"(Id=""MWFactionAsset:AgriculturalBelt"")",None,None
674,674.0,Anegasaki,-49.375,-216.713,M,V,9.0,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
675,675.0,Andurien,-41.335,-315.245,G,V,0.0,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
676,676.0,Antietam,330.86,-137.026,G,V,0.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
677,677.0,Ardoz,46.26,245.78,F,V,7.0,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
678,678.0,Alrescha,84.52,-49.416000000000004,A,V,3.0,"(Id="""")",None,None
679,679.0,Alcyone,129.75799999999998,-197.583,M,V,2.0,"(Id="""")",None,None
680,680.0,Dahar IV,279.421,20.112000000000002,M,V,8.0,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
681,681.0,Chilung,-123.603,-247.142,F,V,8.0,"(Id="""")",None,None
682,682.0,Redfield,140.093,-212.747,K,IV,5.0,"(Id="""")",None,None
683,683.0,Taurus,191.38099999999997,-391.00300000000004,G,V,3.0,"(Id=""MWFactionAsset:TaurianCorridor"")",None,None
684,684.0,Noatak,330.86,-213.84099999999998,F,V,4.0,"(Id="""")",None,None
685,685.0,Kutludugun,-331.44800000000004,-190.549,K,V,3.0,"(Id=""MWFactionAsset:RepairSystem_14"")",None,None
686,686.0,Biuque,-223.115,245.005,M,V,2.0,"(Id="""")",None,None
687,687.0,Crimond,-68.521,230.614,F,II,8.0,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
688,688.0,Calseraigne,-8.281,-367.667,M,V,7.0,"(Id="""")",None,None
689,689.0,Angol,87.88,-38.821999999999996,M,VI,0.0,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
690,690.0,Skandia,22.741999999999997,251.468,G,V,6.0,"(Id="""")",None,None
691,691.0,Molokai,-256.219,-194.215,F,V,4.0,"(Id="""")",None,None
692,692.0,Gallatin,-160.77100000000002,-74.494,M,V,8.0,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
693,693.0,Sophie's World,-102.59100000000001,-131.87,K,V,8.0,"(Id="""")",None,None
694,694.0,Notwina,294.932,-193.916,K,V,5.0,"(Id="""")",None,None
695,695.0,Sanda,322.633,194.804,K,V,5.0,"(Id="""")",None,None
696,696.0,Clipperton,-248.983,-204.524,M,V,1.0,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
697,697.0,Rasalhague,39.275,389.76599999999996,K,V,4.0,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
698,698.0,Taga,88.919,-207.395,F,V,4.0,"(Id="""")",None,None
699,699.0,Havdhem,183.269,185.545,F,V,9.0,"(Id="""")",None,None
700,700.0,Ingenstrem,317.163,-225.435,F,V,4.0,"(Id="""")",None,None
701,701.0,Barlaston,-123.603,-266.57,F,V,0.0,"(Id=""MWFactionAsset:FWLInterior"")",None,None
702,702.0,Pilkhua,33.593,206.231,F,V,6.0,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
703,703.0,El Dorado,266.495,-145.054,G,V,0.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
704,704.0,Jiddah,-279.411,-236.041,G,V,9.0,"(Id="""")",None,None
705,705.0,Shiro III,-28.186,-292.63599999999997,F,V,5.0,"(Id="""")",None,None
706,706.0,Tamar,-15.390999999999998,314.863,G,V,6.0,"(Id="""")",None,None
707,707.0,New Rhodes III,102.361,-15.815,M,V,9.0,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
708,708.0,Aconcagua,-275.03,-189.625,K,V,0.0,"(Id="""")",None,None
709,709.0,Ashburton,-263.453,-139.898,G,V,0.0,"(Id="""")",None,None
710,710.0,Utrecht,23.514,236.47299999999998,G,V,6.0,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
711,711.0,Braunton,129.24,237.243,F,V,9.0,"(Id=""MWFactionAsset:RepairSystem_23"")",None,None
712,712.0,Eromanga,-283.873,-118.48899999999999,F,V,7.0,"(Id="""")",None,None
713,713.0,Clinton,-165.923,53.979,F,V,7.0,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",/Game/Campaign/CampaignArcs/Regions/11_2/11_2.11_2,None
714,714.0,Xinyang,113.214,224.94099999999997,F,V,0.0,"(Id="""")",None,None
715,715.0,Kaiyuh,362.4,-217.705,K,V,8.0,"(Id="""")",None,None
716,716.0,Colfax,-232.92700000000002,-49.158,F,V,4.0,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
717,717.0,Guangzho,-109.825,-285.4,K,V,5.0,"(Id="""")",None,None
718,718.0,New Bergen,19.382,402.94599999999997,G,V,1.0,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
719,719.0,Keihoku,307.702,212.076,G,V,7.0,"(Id="""")",None,None
720,720.0,Shasta,-218.199,-102.70299999999999,G,V,1.0,"(Id=""MWFactionAsset:RepairSystem_13"")",None,None
721,721.0,Calpaca,-20.166,-214.831,M,V,8.0,"(Id="""")",None,None
722,722.0,Maule,31.79,245.262,K,V,8.0,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
723,723.0,Holmsbu,57.674,441.912,G,V,7.0,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
724,724.0,Menke,90.726,-330.895,G,V,9.0,"(Id="""")",None,None
725,725.0,Cotocallao,144.753,-299.672,G,V,1.0,"(Id=""MWFactionAsset:DavionBorder"")",None,None
726,726.0,Verde,349.99,12.619000000000002,G,V,7.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
727,727.0,Rzhishchev,-294.47700000000003,-222.067,G,V,8.0,"(Id="""")",None,None
728,728.0,Suk II,-29.214000000000002,256.116,G,V,5.0,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
729,729.0,Kasdach,20.928,-313.05400000000003,F,V,4.0,"(Id=""MWFactionAsset:RepairSystem_11"")",None,None
730,730.0,Islamabad,321.562,-254.18,M,V,7.0,"(Id="""")",None,None
731,731.0,Duran,-263.156,144.71,G,V,4.0,"(Id="""")",None,None
732,732.0,Hindmarsh,-195.46200000000002,-271.724,K,V,0.0,"(Id="""")",None,None
733,733.0,Ayn Tarma,-172.46599999999998,-302.746,K,V,6.0,"(Id=""MWFactionAsset:FWLInterior"")",None,None
734,734.0,Nihal,43.933,-310.77099999999996,F,V,9.0,"(Id=""MWFactionAsset:SianCommonality"")",None,None
735,735.0,Chebanse,225.145,-102.928,F,V,5.0,"(Id="""")",None,None
736,736.0,New Syrtis,231.063,-296.899,K,IV,5.0,"(Id="""")",None,None
737,737.0,Nullarbor,-158.491,-250.31400000000002,K,V,3.0,"(Id=""MWFactionAsset:FWLInterior"")",None,None
738,738.0,Westerhand,-5.436,-276.084,G,V,3.0,"(Id="""")",None,None
739,739.0,Chagos,-263.651,-226.229,F,V,3.0,"(Id="""")",None,None
740,740.0,Donegal,-182.405,159.28799999999998,F,V,0.0,"(Id=""MWFactionAsset:RepairSystem_22"")",None,None
741,741.0,Cameron (FWL),-157.697,-196.793,G,V,9.0,"(Id="""")",None,None
742,742.0,Grumium,-4.923,186.84599999999998,F,V,1.0,"(Id=""MWFactionAsset:StoryCluster4"")",/Game/Campaign/CampaignArcs/Regions/StoryCluster_04/StoryCluster_4_STM.StoryCluster_4_STM,None
743,743.0,Tanh Linh,90.211,232.338,M,V,7.0,"(Id="""")",None,None
744,744.0,Alsek,315.617,-238.123,F,V,0.0,"(Id="""")",None,None
745,745.0,Willowick,328.284,-74.494,G,V,5.0,"(Id="""")",None,None
746,746.0,Simpson Desert,-271.591,-99.305,G,V,9.0,"(Id="""")",None,None
747,747.0,Pella II,-30.504,-227.021,G,V,6.0,"(Id="""")",None,None
748,748.0,New Samarkand,359.452,248.58900000000003,F,IV,0.0,"(Id=""MWFactionAsset:RepairSystem_30"")",None,None
749,749.0,Danais,-148.084,-40.367,G,V,5.0,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
750,750.0,Kanata,-96.154,-307.865,M,V,5.0,"(Id=""MWFactionAsset:DutchyOfAndurien"")",None,None
751,751.0,Cusset,-49.375,283.778,G,V,0.0,"(Id=""MWFactionAsset:SteinerBorder"")",None,None
752,752.0,Paradise,-239.908,-126.40100000000001,G,V,7.0,"(Id="""")",None,None
753,753.0,Fujidera,-76.782,-225.435,K,V,7.0,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
754,754.0,Benjamin,123.977,134.529,M,V,1.0,"(Id=""MWFactionAsset:RepairSystem_18"")",None,None
755,755.0,Dyfed,126.13799999999999,213.725,K,V,2.0,"(Id="""")",None,None
756,756.0,Jaipur,175.50799999999998,-280.246,F,V,1.0,"(Id=""MWFactionAsset:DavionBorder"")",None,None
757,757.0,Zebebelgenubi,-52.221000000000004,47.516999999999996,A,IV,3.0,"(Id=""MWFactionAsset:AgriculturalBelt"")",None,None
758,758.0,Raphael,45.232,-314.88,K,V,8.0,"(Id="""")",None,None
759,759.0,Trondheim (DC),72.64,405.24199999999996,G,V,5.0,"(Id="""")",None,None
760,760.0,Port Arthur,131.569,255.343,G,V,8.0,"(Id=""MWFactionAsset:RepairSystem_23"")",None,None
761,761.0,Colorado,344.56800000000004,-199.071,K,V,4.0,"(Id="""")",None,None
762,762.0,Ipswich,-48.342,-232.96900000000002,F,V,6.0,"(Id="""")",None,None
763,763.0,Tapachula,-260.579,-212.549,G,V,4.0,"(Id="""")",None,None
764,764.0,Tania Australis,-140.651,-64.669,K,V,3.0,"(Id=""MWFactionAsset:StewartCommonality"")",/Game/Campaign/CampaignArcs/Regions/11_1/11_1.11_1,None
765,765.0,Calloway VI,-58.168,-199.567,F,V,5.0,"(Id=""MWFactionAsset:MarikLiaoBorder"")",/Game/Campaign/CampaignArcs/Regions/9_1/9_1.9_1,None
766,766.0,Babuyan,87.88,223.29,F,V,3.0,"(Id="""")",None,None
767,767.0,Numenor,283.82,-107.59,G,V,2.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
768,768.0,Chalouba,-277.927,-141.685,K,V,9.0,"(Id="""")",None,None
769,769.0,Philadelphia,191.53599999999997,208.81799999999998,G,V,7.0,"(Id="""")",None,None
770,770.0,Minderoo,-255.625,155.048,F,V,1.0,"(Id="""")",None,None
771,771.0,Delavan,269.86400000000003,-95.167,K,V,1.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
772,772.0,Richvale,-275.843,175.209,F,V,7.0,"(Id="""")",None,None
773,773.0,Isabela,-270.887,-242.484,K,V,8.0,"(Id="""")",None,None
774,774.0,Palladaine,-3.109,-287.978,K,V,4.0,"(Id="""")",None,None
775,775.0,Nox,13.177,239.832,K,V,2.0,"(Id=""MWFactionAsset:LowerClassWorlds"")",None,None
776,776.0,Luthien,167.62099999999998,250.493,G,III,0.0,"(Id=""MWFactionAsset:RepairSystem_23"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone4_Collision.Safezone4_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone4.Safezone4
777,777.0,Maldonado,212.22,320.996,F,V,9.0,"(Id=""MWFactionAsset:KuritanBadlands"")",None,None
778,778.0,Unity,224.628,287.39599999999996,F,V,1.0,"(Id=""MWFactionAsset:KuritanBadlands"")",None,None
779,779.0,Pobeda,-244.82,189.173,G,V,9.0,"(Id="""")",None,None
780,780.0,Cirebon,-147.094,-263.197,G,V,5.0,"(Id=""MWFactionAsset:FWLInterior"")",None,None
781,781.0,Hiratsuka,-258.499,-253.388,K,V,2.0,"(Id="""")",None,None
782,782.0,Lengkong,-239.07299999999998,-259.035,M,V,7.0,"(Id="""")",None,None
783,783.0,Ionus,-183.56799999999998,-152.784,K,V,6.0,"(Id=""MWFactionAsset:RepairSystem_21"")",None,None
784,784.0,Bellatrix,54.278999999999996,-351.60900000000004,F,V,3.0,"(Id="""")",None,None
785,785.0,Thule,93.055,455.16,A,V,8.0,"(Id="""")",None,None
786,786.0,Wernke (Talon),248.407,-230.887,G,V,0.0,"(Id="""")",None,None
787,787.0,Delphos,319.751,-52.004,F,V,0.0,"(Id="""")",None,None
788,788.0,Chirala,385.662,240.87099999999998,F,V,6.0,"(Id=""MWFactionAsset:RepairSystem_30"")",/Game/Campaign/CampaignArcs/Regions/EndgameClusters/30_Collision.30_Collision,/Game/Campaign/CampaignArcs/Regions/EndgameClusters/Safezone_30.Safezone_30
789,789.0,Ulysses,413.325,-17.623,M,V,8.0,"(Id=""MWFactionAsset:RepairSystem_2"")",None,None
790,790.0,Gannett,-165.429001,-60.539001,G,V,0.0,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
791,791.0,Karbala,-23.783,196.668,F,V,4.0,"(Id="""")",None,None
792,792.0,Quittacas,157.935,-219.787,K,V,6.0,"(Id=""MWFactionAsset:StoryCluster2"")",None,None
793,793.0,Loric,-230.35,-38.821999999999996,K,IV,8.0,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
794,794.0,Ford,-191.298,-29.514,G,V,5.0,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
795,795.0,Al Jubaylah,-183.766,-281.832,K,V,8.0,"(Id="""")",None,None
796,796.0,Grunwald,-97.456,203.12900000000002,M,V,5.0,"(Id="""")",None,None
797,797.0,Frondas,-17.846,-247.735,G,V,3.0,"(Id="""")",None,None
798,798.0,Sakai,109.339,205.97299999999998,K,V,7.0,"(Id="""")",None,None
799,799.0,Shibukawa,116.575,183.226,K,V,1.0,"(Id="""")",None,None
800,800.0,Worrell,292.87,230.267,K,V,1.0,"(Id="""")",None,None
801,801.0,Chinmen Tao,341.208,215.537,K,V,9.0,"(Id="""")",None,None
802,802.0,Ankolika,-217.169,-221.273,K,V,4.0,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
803,803.0,Dickinson,-146.59799999999998,-112.742,F,V,8.0,"(Id="""")",None,None
804,804.0,Svelvik,17.311,411.468,G,V,4.0,"(Id=""MWFactionAsset:DropshipGraveyard"")",None,None
805,805.0,Galedon V,331.999,173.891,K,III,5.0,"(Id="""")",None,None
806,806.0,Chirikof,335.79900000000004,-233.463,F,IV,8.0,"(Id="""")",None,None
807,807.0,Fadiffolu,-243.532,-242.77900000000002,K,V,2.0,"(Id="""")",None,None
808,808.0,Pattonsbrug,377.13699999999994,-5.995,M,V,7.0,"(Id=""MWFactionAsset:InfernosWake"")",None,None
809,809.0,Kearny,-127.169,-274.598,G,V,2.0,"(Id=""MWFactionAsset:FWLInterior"")",None,None
810,810.0,Birqash,275.802,-266.27,G,V,5.0,"(Id="""")",None,None
811,811.0,O'Fallon,313.545,-83.285,K,V,2.0,"(Id="""")",None,None
812,812.0,Rosiclare,478.981,-47.355,G,V,0.0,"(Id="""")",None,None
813,813.0,Westover,-304.487,-210.47099999999998,F,V,6.0,"(Id=""MWFactionAsset:RepairSystem_14"")",None,None
814,814.0,Atlas,157.42,-244.06900000000002,F,V,5.0,"(Id="""")",None,None
815,815.0,Miyada,310.184,245.005,G,V,0.0,"(Id="""")",None,None
816,816.0,Tamarind,-268.942,-83.292,K,IV,2.0,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
817,817.0,Karachi,-292.397,-243.278,F,V,8.0,"(Id="""")",None,None
818,818.0,Vosloorus,-198.53400000000002,-255.666,M,V,0.0,"(Id="""")",None,None
819,819.0,Hellos Minor,-185.483,-180.968,G,V,0.0,"(Id=""MWFactionAsset:FWLCommercialHub"")",None,None
820,820.0,Atocongo,-170.88,245.262,G,V,1.0,"(Id="""")",None,None
821,821.0,Hillerod,-128.261,141.864,K,V,2.0,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
822,822.0,Kurvasa,39.543,-351.60900000000004,K,V,5.0,"(Id="""")",None,None
823,823.0,Verlo,100.54700000000001,-303.04200000000003,F,V,1.0,"(Id="""")",None,None
824,824.0,Glentworth,125.88,-317.712,K,V,6.0,"(Id="""")",None,None
825,825.0,Kagoshima,201.112,254.85,F,V,1.0,"(Id=""MWFactionAsset:RepairSystem_23"")",None,None
826,826.0,Torrence,289.51,-130.88,F,V,7.0,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
